Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Simple.Disease,Comment,Bio.Project.ID,Project.ID,Disease,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_AA0598AA,Trh50,traces-0FjqKFy;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0598AA,NA,28,ST28 Cplx,ABD,NA,13,21,13,22,17,14,15
ESC_AA0599AA,Trh52,traces-0yOwZyB;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0599AA,NA,28,ST28 Cplx,ABD,NA,13,21,13,22,17,14,15
ESC_AA0600AA,Trh49,traces-0SsvLPN;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O133,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0600AA,NA,28,ST28 Cplx,ABD,NA,13,21,13,22,17,14,15
ESC_AA0609AA,Trh38,traces-0xeZRiX;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0609AA,NA,29,ST29 Cplx,B1,NA,6,4,12,16,9,7,7
ESC_AA0612AA,Trh24,traces-0ibcTqz;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O45,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0612AA,NA,29,ST29 Cplx,B1,NA,6,4,12,16,9,7,7
ESC_AA0690AA,Trh30,traces-0wcBzsc;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O145,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0690AA,NA,32,ST32 Cplx,ABD,NA,19,23,18,24,21,2,16
ESC_AA0763AA,Trh42,traces-0BtnyFT;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O145,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0763AA,NA,35,,B2,NA,20,24,19,13,23,16,17
ESC_AA0843AA,Trh44,traces-0exvrcc;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0843AA,NA,40,ST40 Cplx,B1,NA,6,4,5,26,20,8,14
ESC_AA0845AA,Trh23,traces-0zizYve;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA0845AA,NA,40,ST40 Cplx,B1,NA,6,4,5,26,20,8,14
ESC_AA0847AA,Trh20,traces-0YJAzpT;7GeneMLST;ND;;NA;Legacy,,Human,Human,2003,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA0847AA,NA,40,ST40 Cplx,B1,NA,6,4,5,26,20,8,14
ESC_AA1183AA,VB 993371,traces-0qqTaxj;7GeneMLST;ND;;NA;Legacy,,Companion animal,Dog,2009,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,IMT FU-Berlin,,On.t.,On.t.:H1,,Pathogen,UPEC,UTI,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA1183AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_AA1670AA,Trh8,traces-0krLNiA;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA1670AA,NA,122,ST122 Cplx,B2,NA,15,24,10,46,33,37,36
ESC_AA1671AA,Trh36,traces-0snJPlB;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O136,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA1671AA,NA,122,ST122 Cplx,B2,NA,15,24,10,46,33,37,36
ESC_AA1995AA,Trh48,traces-0fVdGtr;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O152,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA1995AA,NA,154,,AxB1,NA,6,6,5,10,9,8,6
ESC_AA2195AA,Trh33,traces-0GBJqNB;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2195AA,NA,206,ST206 Cplx,AxB1,NA,6,7,5,1,8,18,2
ESC_AA2468AA,Trh43,traces-0bUemtK;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2468AA,NA,327,,,NA,6,4,4,85,43,12,7
ESC_AA2469AA,Trh39,traces-0apLsaK;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2469AA,NA,327,,,NA,6,4,4,85,43,12,7
ESC_AA2470AA,Trh56,traces-0dTSEej;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2470AA,NA,327,,,NA,6,4,4,85,43,12,7
ESC_AA2471AA,Trh57,traces-0uYjlBK;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2471AA,NA,327,,,NA,6,4,4,85,43,12,7
ESC_AA2490AA,Trh47,traces-0fPqNbK;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2490AA,NA,333,,,NA,77,91,7,18,65,56,65
ESC_AA2492AA,Trh41,traces-0alsYdi;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O55,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2492AA,NA,335,ST11 Cplx,,NA,29,12,8,12,15,2,2
ESC_AA2493AA,Trh53,traces-0ElQLpv;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O55,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2493AA,NA,335,ST11 Cplx,,NA,29,12,8,12,15,2,2
ESC_AA2494AA,Trh58,traces-0OyVngP;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O55,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2494AA,NA,335,ST11 Cplx,,NA,29,12,8,12,15,2,2
ESC_AA2504AA,Trh28,traces-0DuGsHg;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2504AA,NA,342,,,NA,1,46,69,1,20,34,7
ESC_AA2505AA,Trh29,traces-0sorsbK;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2505AA,NA,342,,,NA,1,46,69,1,20,34,7
ESC_AA2507AA,Trh37,traces-0exMAce;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O177,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2507AA,NA,342,,,NA,1,46,69,1,20,34,7
ESC_AA2508AA,Trh25,traces-0iNAClk;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,n.t.,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2508AA,NA,342,,,NA,1,46,69,1,20,34,7
ESC_AA2876AA,Trh54,traces-0fWQkSz;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O146,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2876AA,NA,442,,B1,NA,6,95,33,18,9,8,14
ESC_AA2996AA,Trh46,traces-0JsOCom;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,,O145,,Pathogen,EPEC,Diarrhoea,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA2996AA,NA,526,,B2,NA,20,24,19,13,23,16,85
ESC_AA3075AA,Trh5,traces-0ziXYiL;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,On.t.,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3075AA,NA,581,ST122 Cplx,,NA,15,24,10,46,33,37,15
ESC_AA3076AA,Trh9,traces-0yHGDLn;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,O132,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3076AA,NA,582,ST582 Cplx,,NA,86,24,19,46,23,14,36
ESC_AA3080AA,TRH14,traces-0pQnCYz;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,O125ac,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3080AA,NA,583,ST122 Cplx,,NA,15,24,10,46,17,37,36
ESC_AA3082AA,Trh15,traces-0JsuGeq;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,O132,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3082AA,NA,584,ST582 Cplx,,NA,86,24,112,46,23,14,36
ESC_AA3084AA,Trh21,traces-0mkgqRh;7GeneMLST;ND;;NA;Legacy,,Human,Human,2003,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,O132,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3084AA,NA,585,ST582 Cplx,,NA,86,24,19,46,89,14,36
ESC_AA3086AA,Trh26,traces-0PztVFy;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,On.t.,,,Pathogen,,None,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA3086AA,NA,586,,,NA,35,143,52,125,5,91,87
ESC_AA3087AA,Trh31,traces-0rnZYRP;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,O157,,,Pathogen,,None,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA3087AA,NA,587,ST11 Cplx,,NA,12,12,8,12,76,2,2
ESC_AA3088AA,Trh32,traces-0yRzdGF;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,On.t.,,,Pathogen,,None,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA3088AA,NA,588,,,NA,6,4,12,16,9,93,88
ESC_AA3089AA,Trh34,traces-0kjxbbk;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,O51,,,Pathogen,,None,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA3089AA,NA,589,,,NA,13,39,13,13,18,10,79
ESC_AA3090AA,Trh40,traces-0VYKHlF;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,J.E.Afset,,On.t.,,,Pathogen,,None,,NA,NA,Diarrhoea,NA,NA,8/26/2015,8/26/2015,ESC_AA3090AA,NA,590,ST590 Cplx,,NA,6,4,12,10,24,18,7
ESC_AA3371AA,2002-01-1159-3,traces-0zhyUiC;7GeneMLST;ND;;NA;Legacy,,Food,Poultry,2002,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Nat. Center Antimicrobials & Infection Control (Statens Serum Inst.),,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3371AA,NA,755,ST205 Cplx,B1,NA,6,23,15,18,9,12,7
ESC_AA3372AA,2002-01-1284-1,traces-0qaDgWM;7GeneMLST;ND;;NA;Legacy,,Animal,Poultry,2002,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Nat. Center Antimicrobials & Infection Control (Statens Serum Inst.),,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3372AA,NA,756,,,NA,80,23,57,18,55,8,6
ESC_AA3390AA,2002-01-1229-14,traces-0BNiHFw;7GeneMLST;ND;;NA;Legacy,,Animal,Swine,2002,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Nat. Center Antimicrobials & Infection Control (Statens Serum Inst.),,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3390AA,NA,772,ST10 Cplx,A,NA,6,11,4,149,8,8,2
ESC_AA3407AA,2002-01-1588-8,traces-0grFzAH;7GeneMLST;ND;;NA;Legacy,,Food,Swine,2002,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Nat. Center Antimicrobials & Infection Control (Statens Serum Inst.),,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3407AA,NA,789,ST10 Cplx,A,NA,10,11,138,8,8,8,2
ESC_AA3408AA,2002-01-1932-10,traces-0GIvhwN;7GeneMLST;ND;;NA;Legacy,,Animal,Swine,2002,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Nat. Center Antimicrobials & Infection Control (Statens Serum Inst.),,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3408AA,NA,790,,,NA,6,4,4,10,7,8,6
ESC_AA3551AA,K33-62,traces-0gYcecx;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Norway,,,Bergen,NA,NA,NA,Haukeland University Hospital,,,,D,Pathogen,,None,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3551AA,NA,963,ST38 Cplx,,NA,4,26,151,25,5,5,19
ESC_AA3554AA,K5-59,traces-0drNBCr;7GeneMLST;ND;;NA;Legacy,,Human,Human,2003,NA,NA,NA,Europe,Norway,,,Stavanger,NA,NA,NA,SST Rogaland,,,"O102:K20,K23:H6",D,Pathogen,ESBL CTX-M-15,None,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3554AA,NA,964,ST405 Cplx,,NA,35,183,29,25,4,5,73
ESC_AA3555AA,K05-08,traces-0JDAyOM;7GeneMLST;ND;;NA;Legacy,,Human,Human,2003,NA,NA,NA,Europe,Norway,,,Trondheim,NA,NA,NA,St.Olavs Hospital,,,O154:K-:H25,B1,Pathogen,ESBL CTX-M-14,None,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3555AA,NA,965,ST205 Cplx,,NA,6,23,32,88,9,26,29
ESC_AA3573AA,K33-69,traces-0bfVTbR;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Haukeland University Hospital,,,,A,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3573AA,NA,976,ST10 Cplx,A,NA,10,189,4,8,8,8,2
ESC_AA3575AA,K36-28,traces-0NPKfRJ;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,,,,,B1,Pathogen,,UTI,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3575AA,NA,977,,,NA,6,188,15,9,63,18,7
ESC_AA3576AA,K46-36,traces-0ZmznBb;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Vestfold,,,,B2,Pathogen,,UTI,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3576AA,NA,978,,B2,NA,76,43,19,13,17,44,25
ESC_AA3577AA,K05-41,traces-0XDYPSj;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Vestfold,,,,B2,Pathogen,AmpC CMY-2,UTI,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3577AA,NA,979,ST95 Cplx,,NA,37,38,19,13,17,11,26
ESC_AA3578AA,K04-40,traces-0BqNOfq;7GeneMLST;ND;;NA;Legacy,,Human,Human,2003,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,,,,O29:K+:H8,A,Pathogen,ESBL CTX-M-15,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3578AA,NA,980,,,NA,10,6,5,16,5,8,7
ESC_AA3579AA,K44-49,traces-0NUxnXD;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Haukeland University Hospital,,,,D,Pathogen,,UTI,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3579AA,NA,981,,,NA,4,100,151,25,7,5,19
ESC_AA3580AA,K05-80,traces-0BKwIyI;7GeneMLST;ND;;NA;Legacy,,Human,Human,2003,NA,NA,NA,Europe,Norway,,,,NA,NA,NA,Vestfold,,O1:K1:H-,,A,Pathogen,ESBL CTX-M-14,UTI,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3580AA,NA,982,ST59 Cplx,,NA,46,32,24,29,7,19,22
