Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Simple.Disease,Comment,Bio.Project.ID,Project.ID,Disease,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_AA3342AA,Tr59_17,traces-0xAYHYW;7GeneMLST;ND;;NA;Legacy,,Feed,Fish,2012,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,"Requimte. Dept Microbiol,  Pharmacy Faculty, Univ of Porto, Portugal",,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3342AA,NA,744,ST10 Cplx,,NA,10,11,135,8,8,8,2
ESC_AA3659AA,Tr6_13,traces-0UEuRMw;7GeneMLST;ND;;NA;Legacy,,Environment,,2010,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Requimte. Dept Microbiol,  Pharmacy Faculty, Univ of Porto, Portugal",,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3659AA,NA,1049,ST155 Cplx,,NA,6,4,14,16,24,5,14
ESC_AA3661AA,H242,traces-0GMKDVU;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Portugal,,,Oporto,NA,NA,NA,Hospital Santo Antonio,,,,B1,Pathogen,,None,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3661AA,NA,1049,ST155 Cplx,,NA,6,4,14,16,24,5,14
ESC_AA3662AA,H273,traces-0epBuQf;7GeneMLST;ND;;NA;Legacy,,Human,Human,2002,NA,NA,NA,Europe,Portugal,,,Oporto,NA,NA,NA,Hospital Santo Antonio,,,,A,Pathogen,,None,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA3662AA,NA,1050,ST101 Cplx,,NA,43,41,15,90,11,7,6
ESC_AA3851AA,2078-K56-54,traces-0phxSiL;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Dept of Clinical Microbiology, Central Hospital, Vaxjo, Sweden",,,,,Non pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3851AA,NA,1228,,,NA,79,26,196,212,166,5,19
ESC_AA3852AA,1152-K56-14,traces-0DCvVWF;7GeneMLST;ND;;NA;Legacy,,Human,Human,2000,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Dept of Clinical Microbiology, Central Hospital, Vaxjo, Sweden",,,,,Non pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3852AA,NA,1229,ST165 Cplx,,NA,78,27,195,10,12,8,2
ESC_AA3856AA,622-K56-11,traces-0UkShqe;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Dept of Clinical Microbiology, Central Hospital, Vaxjo, Sweden",,,,,Non pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA3856AA,NA,1232,,,NA,21,40,27,6,5,5,4
ESC_AA4751AA,HUC270,traces-0bSfwIU;7GeneMLST;ND;;NA;Legacy,,Human,Human,2007,NA,NA,NA,Europe,Portugal,,,Coimbra,NA,NA,NA,"Faculty of Pharmacy, University of Coimbra",,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4751AA,NA,2084,,,NA,13,40,19,36,23,28,10
ESC_AA4887AA,H401,traces-0tGFYWs;7GeneMLST;ND;;NA;Legacy,,Human,Human,2006,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Microbiology Department, Faculty of Pharmacy, University of Oporto",,,,A,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4887AA,NA,2228,ST10 Cplx,,NA,10,11,4,149,8,13,73
ESC_AA4888AA,Hemo,traces-0WlXqEj;7GeneMLST;ND;;NA;Legacy,,Human,Human,2011,NA,NA,NA,Europe,Portugal,,,Vila Real,NA,NA,NA,,,,,,,,None,,NA,NA,Hemodialysis,NA,NA,8/26/2015,8/26/2015,ESC_AA4888AA,NA,2229,ST101 Cplx,,NA,43,41,15,18,11,224,6
ESC_AA4889AA,H57,traces-0oiXLRa;7GeneMLST;ND;;NA;Legacy,,Human,Human,2011,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,CGB,,,,,,,None,,NA,NA,Hemodialysis,NA,NA,8/26/2015,8/26/2015,ESC_AA4889AA,NA,2229,ST101 Cplx,,NA,43,41,15,18,11,224,6
ESC_AA4891AA,H602,traces-0VoQuqH;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Microbiology Department, Faculty of Pharmacy, University of Oporto",,,,A,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4891AA,NA,2230,ST23 Cplx,,NA,6,346,12,1,20,13,7
ESC_AA4949AA,LV77,traces-0cHytUN;7GeneMLST;ND;;NA;Legacy,,Animal,Dog,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4949AA,NA,2297,,,NA,10,11,4,299,8,8,2
ESC_AA4950AA,LA33,traces-0TdclaK;7GeneMLST;ND;;NA;Legacy,,Animal,Swine,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4950AA,NA,2298,ST23 Cplx,,NA,6,4,12,300,20,12,7
ESC_AA4951AA,LA83,traces-0kFtinr;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4951AA,NA,2299,ST95 Cplx,,NA,55,38,12,37,17,11,26
ESC_AA4952AA,LA99,traces-0JvCKkA;7GeneMLST;ND;;NA;Legacy,,Poultry,Chicken,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4952AA,NA,2300,ST95 Cplx,,NA,37,38,19,16,17,11,26
ESC_AA4974AA,H741,traces-0CzdQGZ;7GeneMLST;ND;;NA;Legacy,,Human,Human,2008,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Microbiology Department, Faculty of Pharmacy, University of Oporto",,,O25,D,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4974AA,NA,2321,,,NA,43,106,17,6,5,5,4
ESC_AA4975AA,A9,traces-0EzfJCh;7GeneMLST;ND;;NA;Legacy,,Water/River,Water,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Microbiology Department, Faculty of Pharmacy, University of Oporto",,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA4975AA,NA,2322,,,NA,6,263,4,18,9,26,7
ESC_AA5170AA,SU62b,traces-0eVEyHC;7GeneMLST;ND;;NA;Legacy,Livestock,Swine,Swine,2011,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UGFP-UTAD,,,,B1,Non Pathogen,ESBL,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA5170AA,NA,2524,,A,NA,10,7,1,8,8,8,2
ESC_AA5171AA,PR43a,traces-0frIwZh;7GeneMLST;ND;;NA;Legacy,Livestock,Ovine/Goat (Caprinae),Ovine,2011,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UGFP-UTAD,,,,B1,Non Pathogen,ESBL,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA5171AA,NA,2526,ST20 Cplx,,NA,6,41,3,18,11,8,14
ESC_AA5172AA,SU03b,traces-0ThFbCT;7GeneMLST;ND;;NA;Legacy,Livestock,Swine,Swine,2011,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,UGFP-UTAD,,,,B1,Non Pathogen,ESBL,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA5172AA,NA,2528,,,NA,6,381,5,18,11,8,14
ESC_AA5375AA,Tr46_17,traces-0xEQZKi;7GeneMLST;ND;;NA;Legacy,,Fish,,2012,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Requimte. Dept Microbiol,  Pharmacy Faculty, Univ of Porto, Portugal",,,,A,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA5375AA,NA,2739,ST10 Cplx,,NA,6,11,102,8,8,8,2
ESC_AA5659AA,816230,traces-0ITpJeH;7GeneMLST;ND;;NA;Legacy,,Human,Human,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA5659AA,NA,3027,ST131 Cplx,,NA,53,40,47,349,36,28,29
ESC_AA6217AA,Tr7_6,traces-0zzEfKC;7GeneMLST;ND;;NA;Legacy,,Environment,,2010,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"Requimte. Dept Microbiol,  Pharmacy Faculty, Univ of Porto, Portugal",,,,A,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA6217AA,NA,3595,,A,NA,112,11,5,12,8,88,86
ESC_AA6290AA,INSRA12887,traces-0ahHHtH;7GeneMLST;ND;;NA;Legacy,,Human,Human,2012,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Institute of Health Dr. Ricardo Jorge,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA6290AA,NA,3673,ST131 Cplx,,NA,334,40,47,13,36,28,28
ESC_AA6291AA,INSRA12883,traces-0BlDIrj;7GeneMLST;ND;;NA;Legacy,,Human,Human,2012,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Institute of Health Dr. Ricardo Jorge,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA6291AA,NA,3673,ST131 Cplx,,NA,334,40,47,13,36,28,28
ESC_AA6822AA,H1008,traces-0ypLMdp;7GeneMLST;ND;;NA;Legacy,,Human,Human,2010,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA6822AA,NA,4269,ST10 Cplx,,NA,10,11,394,8,8,13,73
ESC_AA6823AA,HGSA1029_2010,traces-0rCDnce;7GeneMLST;ND;;NA;Legacy,,Human,Human,2010,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA6823AA,NA,4270,,,NA,6,4,33,1,20,18,7
ESC_AA6996AA,H1067,traces-0BfrPwe;7GeneMLST;ND;;NA;Legacy,,Human,Human,2010,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,,,,,B1,Pathogen,ESBL CTX-M-14,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA6996AA,NA,4476,,,NA,6,6,12,26,11,8,2
ESC_AA7003AA,H1064,traces-0csLbaf;7GeneMLST;ND;;NA;Legacy,,Human,Human,2010,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,,,,,A,Pathogen,ESBL CTX-M-15,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7003AA,NA,4484,,,NA,10,23,15,8,8,8,73
ESC_AA7008AA,H662,traces-0aoYfYa;7GeneMLST;ND;;NA;Legacy,,Human,Human,2006,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,,,,,B2,Pathogen,ESBL,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7008AA,NA,4489,,,NA,13,103,19,468,23,44,25
ESC_AA7010AA,Amb111,traces-0vncCdT;7GeneMLST;ND;;NA;Legacy,,,Environment,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7010AA,NA,4493,,B1,NA,6,95,5,18,9,8,14
ESC_AA7011AA,Amb111SL2111,traces-0CziLcw;7GeneMLST;ND;;NA;Legacy,,Environment,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Reference Laboratory for Antimicrobial Resistance,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7011AA,NA,4493,,B1,NA,6,95,5,18,9,8,14
ESC_AA7022AA,H1046,traces-0RHZkfD;7GeneMLST;ND;;NA;Legacy,,Human,Human,2010,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,,,,,B2,Pathogen,ESBL,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7022AA,NA,4504,ST28 Cplx,,NA,13,11,13,22,17,36,15
ESC_AA7178AA,E4FC12,traces-0LYfSas;7GeneMLST;ND;;NA;Legacy,,Water/River,Water,2004,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,CBQF  Centro de Biotecnologia e Quimica Fina  Laboratorio Associado,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7178AA,NA,4656,,,NA,6,11,4,8,8,18,2
ESC_AA7181AA,H1FC21,traces-0ZXtpnY;7GeneMLST;ND;;NA;Legacy,,,Water,2011,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7181AA,NA,4659,,,NA,6,95,159,26,11,25,2
ESC_AA7182AA,M2AC9,traces-0Hpdwin;7GeneMLST;ND;;NA;Legacy,,,Water,2008,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,,,,,,,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7182AA,NA,4660,ST10 Cplx,,NA,10,11,4,12,12,45,2
ESC_AA7225AA,H1PC4,traces-0kilEyZ;7GeneMLST;ND;;NA;Legacy,,,Water,2010,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,,,,,,Non pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7225AA,NA,4703,,,NA,6,95,159,44,112,1,17
ESC_AA7233AA,A7P46,traces-0PNRRYT;7GeneMLST;ND;;NA;Legacy,,,Water,2005,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,,,,,,Non pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7233AA,NA,4712,,AxB1,NA,6,29,3,26,11,12,6
ESC_AA7472AA,H974,traces-0XjIzGW;7GeneMLST;ND;;NA;Legacy,,Human,Human,2008,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,UCIBIO/REQUIMTE. FFUP,,,,,Pathogen,,None,,NA,NA,UTI,NA,NA,8/26/2015,8/26/2015,ESC_AA7472AA,NA,4951,ST73 Cplx,,NA,36,24,10,140,17,10,25
ESC_AA7473AA,HV33.V9,traces-0fygXlg;7GeneMLST;ND;;NA;Legacy,,Human,Human,2014,NA,NA,NA,Europe,Portugal,,,Porto,NA,NA,NA,UCIBIO/REQUIMTE. FFUP,,,,,Pathogen,,None,,NA,NA,None,NA,NA,8/26/2015,8/26/2015,ESC_AA7473AA,NA,4953,,,NA,168,209,53,140,24,85,42
ESC_CA0835AA,MH5800,SRR933535;ILLUMINA;Paired;;SRX321727;NEW,Human,Human,ND,2005,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,THE TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,Escherichia coli,,,,,,fimH30_clade C2,"parC-1aAB, gyrA-1AB",PRJNA211153,SRP027327,,SAMN02228546,SRS456948,8/27/2015,7/22/2015,ESC_CA0835AA,NA,131,ST131 Cplx,B2,NA,53,40,47,13,36,28,29
ESC_CA6432AA,219/85,ERR1013967;ILLUMINA;Paired;101;ERX1093027;SRA,Human,Human,Human,1985,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"F.X.Weill, Institut Pasteur",Shigella dysenteriae,,Sd1,,,,,Lineage IV,PRJEB10304,ERP011535,,SAMEA3538261,ERS845410,2/12/2016,2/12/2016,ESC_CA6432AA,NA,-1013,,ABD,NA,NA,1,59,2,2,2,2
ESC_CA6568AA,Dec-77,ERR1013386;ILLUMINA;Paired;146;ERX1092410;SRA,Human,Human,Human,1977,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,"F.X.Weill, Institut Pasteur",Shigella dysenteriae,,Sd1,,,,,Lineage III,PRJEB10304,ERP011535,,SAMEA3533080,ERS840229,2/12/2016,2/12/2016,ESC_CA6568AA,NA,146,,ABD,NA,2,1,59,2,2,2,2
ESC_CA6818AA,EcAli38,traces-0muOVgq;ILLUMINA;Paired;;NA;Uploaded,Food,Food,,2013,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,National Institute of Health Dr. Ricardo Jorge,Escherichia coli,,,,,,,,,,,,,2/19/2016,8/19/2016,ESC_CA6818AA,NA,5981,,,NA,6,4,12,1,9,1,7
ESC_EA1556AA,328_13,"traces-0AFtRsW;ILLUMINA;Paired;;NA;Uploaded,traces-0WmcIxy;ILLUMINA;Paired;;NA;Uploaded,traces-0tiSYvX;ILLUMINA;Paired;;NA;Uploaded,traces-0SayVtR;ILLUMINA;Paired;;NA;Uploaded,traces-0CbzZAq;ILLUMINA;Paired;;NA;Uploaded,traces-0wPoOxn;ILLUMINA;Paired;;NA;Uploaded,traces-0tcDHaD;ILLUMINA;Paired;;NA;Uploaded",,,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,vitor.borges@insa.min-saude.pt,Escherichia coli,,,,,,,,,,,,,7/21/2016,1/23/2017,ESC_EA1556AA,NA,401,,ABD,NA,1,107,7,11,7,3,7
ESC_EA1557AA,19_15,"traces-0LXdAJq;ILLUMINA;Paired;;NA;Uploaded,traces-0BLehFV;ILLUMINA;Paired;;NA;Uploaded,traces-0fQlToc;ILLUMINA;Paired;;NA;Uploaded,traces-0jNmsRQ;ILLUMINA;Paired;;NA;Uploaded,traces-0RAftwT;ILLUMINA;Paired;;NA;Uploaded,traces-0TcLNAK;ILLUMINA;Paired;;NA;Uploaded,traces-0JsGJud;ILLUMINA;Paired;;NA;Uploaded,traces-0dCHQbY;ILLUMINA;Paired;;NA;Uploaded,traces-0xVMqlt;ILLUMINA;Paired;;NA;Uploaded,traces-0rEFVcf;ILLUMINA;Paired;;NA;Uploaded",,,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,vitor.borges@insa.min-saude.pt,Escherichia coli,,,,,,,,,,,,,7/21/2016,1/23/2017,ESC_EA1557AA,NA,216,,ABD,NA,10,11,57,8,7,18,6
ESC_EA1558AA,427_12,"traces-0LLKwXK;ILLUMINA;Paired;;NA;Uploaded,traces-0hFzxMj;ILLUMINA;Paired;;NA;Uploaded,traces-0ucyKUa;ILLUMINA;Paired;;NA;Uploaded,traces-0PjUKuS;ILLUMINA;Paired;;NA;Uploaded,traces-0ICblZK;ILLUMINA;Paired;;NA;Uploaded,traces-0FztAep;ILLUMINA;Paired;;NA;Uploaded,traces-0eCpCJr;ILLUMINA;Paired;;NA;Uploaded,traces-0OXIzdv;ILLUMINA;Paired;;NA;Uploaded,traces-0uRHyiV;ILLUMINA;Paired;;NA;Uploaded",,,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,vitor.borges@insa.min-saude.pt,,,,,,,,,,,,,,7/21/2016,1/23/2017,ESC_EA1558AA,NA,20,ST20 Cplx,B1,NA,6,4,3,18,7,7,6
ESC_EA1559AA,422_12,"traces-0nyezQx;ILLUMINA;Paired;;NA;Uploaded,traces-0bKneUD;ILLUMINA;Paired;;NA;Uploaded,traces-0IIsRMN;ILLUMINA;Paired;;NA;Uploaded,traces-0wVBoXB;ILLUMINA;Paired;;NA;Uploaded,traces-0UJKfbN;ILLUMINA;Paired;;NA;Uploaded,traces-0RgcROv;ILLUMINA;Paired;;NA;Uploaded,traces-0USNLpT;ILLUMINA;Paired;;NA;Uploaded,traces-0HybtdG;ILLUMINA;Paired;;NA;Uploaded",,,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,vitor.borges@insa.min-saude.pt,,,,,,,,,,,,,,7/21/2016,1/23/2017,ESC_EA1559AA,NA,11,ST11 Cplx,ABD,NA,12,12,8,12,15,2,2
ESC_EA1560AA,21_13,"traces-0MEhIJl;ILLUMINA;Paired;;NA;Uploaded,traces-0oGSufX;ILLUMINA;Paired;;NA;Uploaded,traces-0XskvnV;ILLUMINA;Paired;;NA;Uploaded,traces-0zvwAsL;ILLUMINA;Paired;;NA;Uploaded,traces-0RMGgDx;ILLUMINA;Paired;;NA;Uploaded,traces-0RcYtmu;ILLUMINA;Paired;;NA;Uploaded,traces-0SmIZUY;ILLUMINA;Paired;;NA;Uploaded,traces-0HqWcvn;ILLUMINA;Paired;;NA;Uploaded",,,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,vitor.borges@insa.min-saude.pt,Escherichia coli,,,,,,,,,,,,,7/21/2016,1/23/2017,ESC_EA1560AA,NA,1571,,,NA,6,25,7,140,1,175,2
ESC_EA1561AA,16_13,"traces-0TyPfBk;ILLUMINA;Paired;;NA;Uploaded,traces-0iZrXYt;ILLUMINA;Paired;;NA;Uploaded,traces-0GsHzpC;ILLUMINA;Paired;;NA;Uploaded,traces-0Dntmao;ILLUMINA;Paired;;NA;Uploaded,traces-0knDXNE;ILLUMINA;Paired;;NA;Uploaded,traces-0SorJNg;ILLUMINA;Paired;;NA;Uploaded,traces-0gySwzO;ILLUMINA;Paired;;NA;Uploaded,traces-0AlPvqq;ILLUMINA;Paired;;NA;Uploaded,traces-0IdkyUx;ILLUMINA;Paired;;NA;Uploaded,traces-0iHgEcm;ILLUMINA;Paired;;NA;Uploaded",,,,NA,NA,NA,NA,Europe,Portugal,,,,NA,NA,NA,vitor.borges@insa.min-saude.pt,Escherichia coli,,,,,,,,,,,,,7/21/2016,1/23/2017,ESC_EA1561AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
